EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Valentine,1.2,Control,1561.474029,BR-004
Christmas,4.8,Control,3138.97471,BR-004
BlackFriday,4.2,Control,1421.307727,BR-004
Christmas,4.4,Variation1,1269.78239,BR-004
Valentine,1.7,Control,1204.336684,BR-004
Valentine,2.1,Control,1600.212282,BR-004
Christmas,1.3,Control,959.7060051,BR-004
BlackFriday,3.5,Variation1,1011.950771,BR-004
Christmas,2.8,Control,1704.376975,BR-004
BlackFriday,4.6,Control,2686.449219,BR-004
BlackFriday,3.3,Variation2,-1806.576252,BR-004
BlackFriday,2.7,Variation2,1158.56661,BR-004
Normal,1,Control,20.19736195,BR-004
Christmas,4.6,Control,2958.975706,BR-004
Christmas,2.8,Control,301.9927376,BR-004
BlackFriday,4.7,Control,1624.546471,BR-004
Valentine,3.4,Control,942.9246427,BR-004
Normal,1,Control,1211.944422,BR-004
Christmas,1.1,Control,1131.096863,BR-004
Valentine,3.9,Control,913.9340665,BR-004
BlackFriday,2.6,Control,2523.75446,BR-004
BlackFriday,2.7,Control,1563.365717,BR-004
Valentine,1.7,Variation2,1195.36455,BR-004
Valentine,4.4,Control,2002.270634,BR-004
Normal,1,Control,1246.003417,BR-004
Normal,1,Variation2,1466.799447,BR-004
Christmas,2,Variation2,927.5999824,BR-004
Valentine,4.4,Control,1844.130254,BR-004
Valentine,2.9,Control,393.4492041,BR-004
Christmas,1.2,Variation1,1520.938641,BR-004
Valentine,3,Variation2,1795.18475,BR-004
Valentine,2.5,Control,1144.735133,BR-004
Christmas,3.8,Variation2,725.5662737,BR-004
Valentine,3,Variation2,1460.451182,BR-004
Normal,1,Control,396.4076877,BR-004
Normal,1,Control,752.1602979,BR-004
Christmas,2.9,Control,1597.133219,BR-004
BlackFriday,3.7,Control,886.1377662,BR-004
Valentine,3.2,Variation1,-847.7061643,BR-004
Valentine,4.4,Control,658.5726445,BR-004
Valentine,4.9,Control,646.7327571,BR-004
Normal,1,Variation1,590.6285192,BR-004
Valentine,1.4,Variation2,871.5836864,BR-004
Christmas,3.5,Control,1625.681752,BR-004
Normal,1,Control,1535.029309,BR-004
BlackFriday,3.6,Control,329.049166,BR-004
BlackFriday,4.9,Variation1,406.5310572,BR-004
Valentine,4,Control,1316.433233,BR-004
Christmas,1.4,Variation2,1001.690967,BR-004
Valentine,2.2,Control,2289.271477,BR-004
Christmas,4.3,Variation1,1531.031589,BR-004
Valentine,4.4,Variation1,957.5690825,BR-004
BlackFriday,4.1,Control,1349.536383,BR-004
BlackFriday,1.1,Control,465.6982316,BR-004
BlackFriday,1.7,Variation1,2121.567112,BR-004
Normal,1,Control,922.6894657,BR-004
BlackFriday,4.6,Control,1175.589524,BR-004
Normal,1,Control,730.3235465,BR-004
Valentine,2.7,Control,538.2934337,BR-004
BlackFriday,4.1,Control,1516.526745,BR-004
Valentine,2.4,Variation2,1479.8907,BR-004
Christmas,1.4,Control,997.6299465,BR-004
Christmas,2.6,Control,1579.84053,BR-004
Normal,1,Variation1,1591.377019,BR-004
Valentine,3,Control,1951.964169,BR-004
Normal,1,Variation1,533.1107638,BR-004
Christmas,4.2,Variation1,1691.160644,BR-004
BlackFriday,1.2,Variation2,2353.373571,BR-004
Valentine,5,Control,489.1493943,BR-004
Christmas,3.2,Variation1,595.8365358,BR-004
BlackFriday,3.6,Variation2,1661.750067,BR-004
Valentine,2.1,Control,810.1285322,BR-004
Valentine,4.1,Variation2,1623.058999,BR-004
Valentine,2.1,Control,1392.808438,BR-004
BlackFriday,4.3,Control,-1129.066117,BR-004
BlackFriday,4.2,Variation1,979.29625,BR-004
Valentine,1.2,Variation2,485.1511372,BR-004
Normal,1,Control,393.9977875,BR-004
Christmas,3.9,Control,2310.866798,BR-004
BlackFriday,3.1,Variation2,-450.4698854,BR-004
Valentine,4.2,Variation2,-2168.172072,BR-004
Normal,1,Variation1,1773.371778,BR-004
Christmas,2.1,Variation2,999.5368444,BR-004
Valentine,4.2,Control,2.597802417,BR-004
BlackFriday,2.1,Control,247.2273141,BR-004
BlackFriday,4.2,Variation2,430.1357184,BR-004
Valentine,4.2,Control,133.2639599,BR-004
BlackFriday,4.8,Control,1228.641775,BR-004
Normal,1,Variation2,731.6750914,BR-004
Normal,1,Control,331.9588915,BR-004
BlackFriday,4.8,Control,2480.37345,BR-004
Valentine,1.7,Variation1,1003.38201,BR-004
Normal,1,Variation1,1674.70724,BR-004
Christmas,1.2,Control,1166.168115,BR-004
BlackFriday,3.4,Control,97.99388932,BR-004
Valentine,3,Control,919.4215131,BR-004
Valentine,1.7,Control,2244.902084,BR-004
Christmas,2.8,Control,1086.047448,BR-004
BlackFriday,2.8,Variation1,1597.38412,BR-004
Christmas,1.3,Variation2,1240.08058,BR-004
Valentine,1.1,Control,990.235378,BR-004
BlackFriday,1.8,Control,596.3311403,BR-004
Normal,1,Control,1742.513324,BR-004
Valentine,4,Control,-155.93243,BR-004
BlackFriday,1.3,Variation1,1069.755957,BR-004
Christmas,1,Variation2,752.8564948,BR-004
Normal,1,Control,1226.429605,BR-004
Valentine,3.8,Variation1,1698.890914,BR-004
BlackFriday,2.5,Control,2004.801884,BR-004
Normal,1,Variation2,16.14346288,BR-004
Christmas,3.5,Control,1677.991941,BR-004
Christmas,1.7,Control,825.2538167,BR-004
Valentine,3.8,Control,720.9694361,BR-004
Valentine,1.6,Variation1,390.9457872,BR-004
Christmas,2.5,Control,1709.545502,BR-004
Normal,1,Control,1583.642436,BR-004
Normal,1,Control,971.9321665,BR-004
BlackFriday,2.7,Variation1,1728.892838,BR-004
Christmas,4.5,Variation1,1462.817246,BR-004
BlackFriday,3.1,Control,439.0820406,BR-004
Valentine,2.2,Control,1712.141117,BR-004
BlackFriday,2,Variation1,572.2042317,BR-004
BlackFriday,2.1,Variation2,1023.25798,BR-004
Christmas,4.7,Control,665.5988052,BR-004
Christmas,1.6,Control,1616.8429,BR-004
Normal,1,Variation1,899.9502406,BR-004
Christmas,3.7,Variation1,1900.181855,BR-004
Normal,1,Variation1,984.9723094,BR-004
BlackFriday,3.7,Variation2,1589.170946,BR-004
Christmas,3.5,Control,736.0331755,BR-004
Normal,1,Control,1264.782609,BR-004
Normal,1,Variation1,1215.921238,BR-004
Christmas,4.9,Variation2,560.5922026,BR-004
Normal,1,Variation1,1648.514258,BR-004
Valentine,1.6,Control,692.6167226,BR-004
Christmas,4.7,Control,1587.801446,BR-004
Normal,1,Control,605.8678905,BR-004
Valentine,3.9,Control,1099.657562,BR-004
Christmas,2.8,Control,205.1069208,BR-004
Christmas,2.6,Control,-1338.32184,BR-004
Valentine,2.6,Variation2,1852.486669,BR-004
Christmas,1.4,Control,1744.785937,BR-004
BlackFriday,3.3,Control,730.8484326,BR-004
Valentine,3.7,Variation2,560.9165942,BR-004
Christmas,3.5,Variation1,-715.9084005,BR-004
BlackFriday,3.1,Control,-1728.345117,BR-004
Normal,1,Variation2,1595.117558,BR-004
Normal,1,Variation2,1373.372742,BR-004
BlackFriday,2.4,Control,1348.776774,BR-004
BlackFriday,3.2,Control,295.7936697,BR-004
Normal,1,Control,89.75774153,BR-004
BlackFriday,4.2,Variation1,568.0018837,BR-004
BlackFriday,2.8,Control,2280.095149,BR-004
BlackFriday,1.2,Variation2,-667.9717202,BR-004
Valentine,2.7,Control,2480.205901,BR-004
BlackFriday,4.6,Variation2,1802.499271,BR-004
Normal,1,Control,2024.080041,BR-004
Christmas,4.6,Control,1129.180049,BR-004
Christmas,1.3,Control,1734.75282,BR-004
Valentine,1.1,Control,1749.440425,BR-004
Christmas,3,Variation1,2127.415334,BR-004
BlackFriday,2.4,Variation2,1295.308369,BR-004
Normal,1,Control,1557.374503,BR-004
Valentine,3,Control,1261.708667,BR-004
BlackFriday,3.4,Variation1,1532.808262,BR-004
Valentine,3.8,Variation2,147.9089418,BR-004
Christmas,2.5,Variation2,1403.620576,BR-004
Valentine,4.1,Control,709.7148207,BR-004
Valentine,1.7,Control,1544.15396,BR-004
Christmas,3.3,Control,777.4515394,BR-004
Valentine,1.8,Control,1336.819959,BR-004
Christmas,4.9,Variation1,2745.513677,BR-004
BlackFriday,4.6,Control,1067.652682,BR-004
Christmas,4.6,Variation2,-711.1431592,BR-004
Christmas,4.3,Control,1138.577251,BR-004
BlackFriday,2.8,Control,507.0430315,BR-004
Valentine,4.4,Control,2999.692442,BR-004
Normal,1,Variation2,731.2597814,BR-004
Normal,1,Variation2,1007.904891,BR-004
Valentine,3.7,Control,1389.224163,BR-004
Normal,1,Control,375.4003267,BR-004
Christmas,3.7,Control,1897.316283,BR-004
Normal,1,Variation2,1166.555617,BR-004
Christmas,2.7,Variation2,1381.332932,BR-004
Normal,1,Variation1,1340.688411,BR-004
BlackFriday,4.4,Control,1061.920373,BR-004
Valentine,3.6,Variation1,1919.607968,BR-004
BlackFriday,1,Variation1,1081.316707,BR-004
Valentine,3.9,Variation1,1535.023862,BR-004
Valentine,5,Control,708.528744,BR-004
Christmas,4.2,Variation1,1957.899823,BR-004
Normal,1,Control,1104.683462,BR-004
BlackFriday,1.7,Control,1434.98081,BR-004
Christmas,2.3,Control,981.2272566,BR-004
Valentine,4.4,Control,2067.60534,BR-004
Christmas,2.9,Control,2192.521796,BR-004
BlackFriday,3.6,Variation1,1818.112603,BR-004
Valentine,1.5,Control,1064.838188,BR-004
BlackFriday,2.1,Control,903.9400616,BR-004
Valentine,1.9,Variation1,2051.955368,BR-004
Christmas,3.2,Control,-1291.693945,BR-004
Normal,1,Control,1524.339898,BR-004
BlackFriday,4.7,Variation1,897.4431806,BR-004
BlackFriday,4.4,Control,1395.93468,BR-004
BlackFriday,2.2,Control,2357.841906,BR-004
Valentine,3.7,Variation2,860.1759051,BR-004
Christmas,4.6,Control,1065.794273,BR-004
Valentine,3.3,Control,799.3782349,BR-004
Valentine,3.4,Control,1377.918878,BR-004
BlackFriday,4.4,Control,713.6687864,BR-004
Normal,1,Control,1949.013122,BR-004
Valentine,1.3,Control,1209.391577,BR-004
Valentine,3.8,Control,2082.431728,BR-004
Valentine,3.3,Control,2235.764669,BR-004
Christmas,2.7,Control,-848.9920816,BR-004
Christmas,1.1,Control,713.1277443,BR-004
Christmas,1.6,Control,1893.434684,BR-004
Christmas,4.6,Control,905.0506151,BR-004
Christmas,1.6,Control,548.1181608,BR-004
Normal,1,Control,724.3284855,BR-004
Valentine,4,Control,528.2259438,BR-004
Christmas,3.9,Variation1,740.6983044,BR-004
BlackFriday,1.5,Variation1,651.4303954,BR-004
Normal,1,Control,1012.783492,BR-004
BlackFriday,1.2,Variation1,192.2634767,BR-004
Valentine,4.3,Control,861.732181,BR-004
BlackFriday,3.9,Control,-1662.112815,BR-004
Christmas,1.2,Control,495.5750111,BR-004
Valentine,2.8,Variation1,617.9894176,BR-004
BlackFriday,3.6,Control,2661.903091,BR-004
BlackFriday,3,Variation1,1808.00838,BR-004
Normal,1,Control,699.9763094,BR-004
BlackFriday,1.5,Variation1,169.5249077,BR-004
BlackFriday,3.9,Variation2,734.1111398,BR-004
BlackFriday,4.5,Control,2201.908835,BR-004
Valentine,1.2,Control,971.3890571,BR-004
BlackFriday,4.8,Control,855.1131906,BR-004
Normal,1,Variation2,979.8594612,BR-004
Christmas,4.7,Control,1734.971727,BR-004
Normal,1,Control,1822.250194,BR-004
BlackFriday,2.3,Control,1917.570496,BR-004
Valentine,1.8,Variation2,981.5857955,BR-004
Christmas,1.9,Control,800.7963033,BR-004
Christmas,4,Control,-1230.42479,BR-004
Valentine,1.3,Control,1674.35519,BR-004
Valentine,2.2,Variation2,1989.490015,BR-004
BlackFriday,4.3,Control,902.1093804,BR-004
Valentine,2,Control,1077.279401,BR-004
Valentine,4.6,Variation2,1028.109066,BR-004
Normal,1,Variation2,1194.183244,BR-004
Normal,1,Control,1177.190634,BR-004
Christmas,4.7,Control,41.29314869,BR-004
Christmas,3,Variation1,1181.58536,BR-004
Christmas,3.3,Variation1,1012.996551,BR-004
Normal,1,Control,562.8454541,BR-004
Valentine,5,Control,89.85027556,BR-004
Valentine,2.4,Control,1287.215567,BR-004
BlackFriday,4.4,Variation2,3171.718592,BR-004
Valentine,3.5,Control,493.4997192,BR-004
Normal,1,Variation1,1468.041034,BR-004
BlackFriday,2.4,Variation1,1462.259718,BR-004
Normal,1,Variation2,1717.782514,BR-004
BlackFriday,2.5,Control,-661.9645113,BR-004
Christmas,4.7,Control,1239.231153,BR-004
Valentine,1.2,Control,754.4359355,BR-004
Normal,1,Control,523.4432882,BR-004
Valentine,3.8,Control,964.0390947,BR-004
BlackFriday,3.3,Control,780.4711572,BR-004
Christmas,4.5,Control,131.6406114,BR-004
Normal,1,Control,725.1394489,BR-004
Normal,1,Control,712.5791645,BR-004
Christmas,2.4,Control,2473.02093,BR-004
Valentine,4.4,Control,1708.532293,BR-004
Valentine,1.6,Control,419.7971099,BR-004
Normal,1,Control,1010.028095,BR-004
Valentine,4.9,Variation1,2260.481819,BR-004
Valentine,1.2,Control,1899.46615,BR-004
BlackFriday,1.2,Variation1,1730.765869,BR-004
Christmas,2.2,Control,858.001236,BR-004
Christmas,1.7,Control,2367.836786,BR-004
Christmas,1.8,Variation1,1781.457867,BR-004
BlackFriday,2.7,Control,58.55005636,BR-004
Valentine,3.3,Variation1,361.2730391,BR-004
Valentine,4.7,Variation2,1724.943882,BR-004
Christmas,4.8,Variation2,-1973.49035,BR-004
Christmas,4.5,Control,1894.329956,BR-004
Christmas,1.1,Variation1,1112.236036,BR-004
Christmas,5,Variation1,965.4891705,BR-004
Normal,1,Variation1,2294.752281,BR-004
Normal,1,Control,1867.089609,BR-004
Christmas,2,Variation2,2377.475572,BR-004
Normal,1,Control,901.6531117,BR-004
BlackFriday,1.1,Control,1194.87109,BR-004
Valentine,3,Variation2,1476.715495,BR-004
BlackFriday,2.8,Control,1112.820705,BR-004
Christmas,3.7,Control,2603.021178,BR-004
Valentine,4.4,Control,1819.994517,BR-004
Valentine,4.1,Control,894.3302786,BR-004
Christmas,2.3,Variation2,1174.791507,BR-004
BlackFriday,2.5,Variation1,1669.040269,BR-004
Christmas,3.5,Variation2,1629.963576,BR-004
BlackFriday,2.5,Variation2,1943.092827,BR-004
Valentine,2.2,Control,721.0446661,BR-004
Valentine,1.5,Variation1,624.5387699,BR-004
Normal,1,Variation2,932.7047865,BR-004
BlackFriday,1.2,Variation2,951.6082468,BR-004
Christmas,1.2,Variation1,950.9350085,BR-004
Normal,1,Control,1932.975769,BR-004
BlackFriday,1.2,Variation2,1051.523671,BR-004
Normal,1,Variation1,1037.344987,BR-004
Valentine,4.5,Variation2,2443.861201,BR-004
BlackFriday,4.8,Control,1775.101436,BR-004
Christmas,5,Variation2,545.3947593,BR-004
Christmas,3.4,Control,329.8729981,BR-004
Normal,1,Variation2,1314.004604,BR-004
Normal,1,Variation1,896.8319946,BR-004
Christmas,1.4,Control,570.9210038,BR-004
Valentine,3.1,Control,1754.758747,BR-004
BlackFriday,4.6,Control,576.2291002,BR-004
BlackFriday,3.8,Control,897.0739556,BR-004
Christmas,4,Variation2,1934.504187,BR-004
Valentine,4.3,Control,2462.598004,BR-004
Valentine,4.7,Variation1,2333.6414,BR-004
Christmas,2.2,Control,797.1926477,BR-004
Normal,1,Control,1014.325207,BR-004
Valentine,3.5,Control,400.6874947,BR-004
Valentine,3.2,Variation1,1736.375145,BR-004
Valentine,2.5,Control,-1447.890147,BR-004
BlackFriday,3.3,Control,1812.469517,BR-004
Valentine,3.4,Variation1,65.68278826,BR-004
BlackFriday,3.4,Control,1872.905017,BR-004
Normal,1,Control,510.3627348,BR-004
Christmas,2.9,Control,1715.924375,BR-004
BlackFriday,2.6,Control,892.7020944,BR-004
BlackFriday,2.4,Control,1242.349216,BR-004
Valentine,4.2,Variation1,1120.007356,BR-004
Valentine,2.3,Control,267.6674811,BR-004
Valentine,2.3,Variation1,940.9141171,BR-004
Christmas,2.2,Control,1291.033415,BR-004
Valentine,2.4,Variation1,480.3439269,BR-004
Christmas,2.3,Variation2,1296.972097,BR-004
BlackFriday,4.9,Variation1,2145.822402,BR-004
Normal,1,Control,220.4842894,BR-004
BlackFriday,3.1,Control,679.4465686,BR-004
Christmas,4.4,Control,1833.428911,BR-004
Christmas,4.3,Variation2,965.7210885,BR-004
Valentine,2.2,Control,1132.380807,BR-004
BlackFriday,2.2,Variation1,1454.172579,BR-004
Normal,1,Variation1,1402.022173,BR-004
Normal,1,Control,194.479298,BR-004
Valentine,2.4,Control,1621.761705,BR-004
Valentine,3.9,Variation2,717.5311719,BR-004
Christmas,2.4,Variation1,1131.77644,BR-004
Valentine,4,Control,877.4118846,BR-004
BlackFriday,2.4,Control,50.78085586,BR-004
Christmas,2.8,Control,1816.125271,BR-004
BlackFriday,1.1,Variation1,78.10154442,BR-004
Normal,1,Variation1,198.638435,BR-004
BlackFriday,1.8,Variation2,1386.302443,BR-004
Valentine,3.6,Control,257.9597993,BR-004
Valentine,2.1,Control,1245.118506,BR-004
BlackFriday,3.6,Control,1554.587154,BR-004
Christmas,4.2,Control,-2080.027802,BR-004
BlackFriday,3.2,Control,1556.49063,BR-004
BlackFriday,2.3,Variation1,907.3935865,BR-004
Valentine,1.2,Variation1,804.571211,BR-004
BlackFriday,2.2,Control,1408.027527,BR-004
BlackFriday,1.6,Variation2,1979.940276,BR-004
Christmas,3.9,Variation1,1535.47625,BR-004
Valentine,2.6,Variation1,1450.31387,BR-004
Valentine,2.9,Variation2,1285.772306,BR-004
Normal,1,Control,2048.662242,BR-004
Normal,1,Variation2,292.7495247,BR-004
Valentine,4.9,Variation1,316.6670083,BR-004
Valentine,4.4,Variation2,756.5509406,BR-004
Valentine,4.9,Control,2825.829384,BR-004
BlackFriday,4.6,Control,1864.351675,BR-004
Christmas,4.8,Control,681.0044846,BR-004
Normal,1,Control,1193.265483,BR-004
Normal,1,Variation2,539.3866166,BR-004
Valentine,1.2,Control,1501.552595,BR-004
BlackFriday,3.9,Control,1188.827691,BR-004
BlackFriday,3.1,Control,2108.312349,BR-004
Christmas,3.3,Variation2,2270.091852,BR-004
Valentine,2.3,Variation1,582.9652097,BR-004
Christmas,1.7,Variation1,1190.938067,BR-004
BlackFriday,4.4,Variation2,1439.992199,BR-004
Normal,1,Variation2,851.32475,BR-004
Normal,1,Variation2,1395.080492,BR-004
Christmas,4.5,Variation1,1942.837539,BR-004
Valentine,4.3,Variation2,204.2153797,BR-004
Normal,1,Control,917.679691,BR-004
Valentine,1.6,Control,1676.919724,BR-004
BlackFriday,2.5,Control,691.8139075,BR-004
BlackFriday,2,Variation1,770.2338761,BR-004
Christmas,4,Control,1048.162028,BR-004
Valentine,1.5,Control,157.2613894,BR-004
Christmas,4.9,Control,1077.436964,BR-004
Valentine,2.3,Variation2,1837.581264,BR-004
BlackFriday,2,Control,1631.366576,BR-004
BlackFriday,1.5,Variation2,530.7351493,BR-004
Normal,1,Variation1,748.807492,BR-004
Normal,1,Variation2,957.6985777,BR-004
Valentine,2.3,Control,2269.942658,BR-004
Christmas,2.4,Variation1,902.8932575,BR-004
BlackFriday,1.9,Control,899.5064829,BR-004
Valentine,3.7,Control,879.1801396,BR-004
Valentine,1.8,Control,1635.450247,BR-004
Normal,1,Control,1720.689921,BR-004
Christmas,2.2,Control,752.4551326,BR-004
Normal,1,Control,963.0557082,BR-004
Christmas,2.8,Variation1,698.1120434,BR-004
Normal,1,Variation1,1382.211567,BR-004
BlackFriday,1.1,Control,1489.221495,BR-004
BlackFriday,1.6,Variation2,1295.752806,BR-004
Christmas,1.8,Control,177.1258641,BR-004
Normal,1,Variation2,1385.320995,BR-004
BlackFriday,1.5,Control,1494.13519,BR-004
Christmas,3.8,Variation1,1346.58233,BR-004
BlackFriday,2.2,Variation2,1905.987425,BR-004
Valentine,1.2,Control,1123.721806,BR-004
BlackFriday,3,Control,1913.260078,BR-004
Valentine,1.5,Control,875.0973201,BR-004
Normal,1,Control,-1175.586195,BR-004
BlackFriday,4.2,Control,2464.13929,BR-004
Valentine,3.4,Control,1141.118895,BR-004
Normal,1,Variation1,1815.078888,BR-004
BlackFriday,3,Variation1,413.7019132,BR-004
Valentine,1.1,Control,1271.101222,BR-004
Valentine,3,Control,1919.935614,BR-004
Valentine,1.6,Control,2028.358023,BR-004
Normal,1,Variation2,1557.95963,BR-004
Normal,1,Control,1004.624573,BR-004
Christmas,1.4,Control,1392.877233,BR-004
Normal,1,Control,2398.279436,BR-004
Valentine,2.7,Variation2,2452.685964,BR-004
Valentine,3.5,Control,1623.071598,BR-004
Normal,1,Control,1160.874683,BR-004
BlackFriday,3.5,Control,1674.77996,BR-004
Christmas,1.1,Variation2,706.5592824,BR-004
BlackFriday,4.6,Variation2,2004.900826,BR-004
BlackFriday,1.9,Control,1922.975012,BR-004
Valentine,1.9,Control,1075.412524,BR-004
Valentine,4.1,Control,1873.8821,BR-004
Christmas,3.8,Control,2282.224482,BR-004
Christmas,3.6,Variation2,1037.707414,BR-004
Christmas,3.8,Control,-1502.231285,BR-004
Normal,1,Control,914.8834452,BR-004
Normal,1,Variation2,741.7196022,BR-004
Christmas,2.7,Control,2342.682656,BR-004
Valentine,1.3,Control,990.5748813,BR-004
Normal,1,Control,1681.74852,BR-004
Normal,1,Variation2,1313.581021,BR-004
Normal,1,Variation2,1495.339628,BR-004
Christmas,2.6,Control,846.0339104,BR-004
Valentine,3.1,Variation1,601.0144543,BR-004
Christmas,2,Variation1,369.1024079,BR-004
Normal,1,Variation1,1280.367877,BR-004
BlackFriday,2.3,Variation2,986.2443087,BR-004
Christmas,4.6,Control,816.2209057,BR-004
Valentine,4.6,Variation1,1955.738329,BR-004
Normal,1,Variation2,-566.9984604,BR-004
Valentine,2.2,Control,2813.293687,BR-004
Normal,1,Variation1,1126.917453,BR-004
BlackFriday,3.1,Control,549.1509928,BR-004
BlackFriday,3.9,Variation1,1549.186532,BR-004
BlackFriday,2.8,Control,1726.718993,BR-004
Normal,1,Variation1,382.2108611,BR-004
